No,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir,datetime,cbwd_NE,cbwd_NW,cbwd_SE,cbwd_cv
9398,17.0,-20,-3.0,1042.0,4.02,0,0,2011-01-27 13:00:00,False,True,False,False
9399,13.0,-21,-2.0,1040.0,3.13,0,0,2011-01-27 14:00:00,True,False,False,False
9400,14.0,-21,-2.0,1040.0,6.26,0,0,2011-01-27 15:00:00,True,False,False,False
9401,13.0,-21,-3.0,1040.0,9.39,0,0,2011-01-27 16:00:00,True,False,False,False
9402,12.0,-21,-3.0,1040.0,11.18,0,0,2011-01-27 17:00:00,True,False,False,False
9403,12.0,-22,-4.0,1040.0,12.97,0,0,2011-01-27 18:00:00,True,False,False,False
9404,11.0,-22,-4.0,1041.0,13.86,0,0,2011-01-27 19:00:00,True,False,False,False
9405,26.0,-21,-4.0,1041.0,3.13,0,0,2011-01-27 20:00:00,False,True,False,False
9406,19.0,-21,-4.0,1041.0,6.26,0,0,2011-01-27 21:00:00,False,True,False,False
9407,20.0,-21,-6.0,1041.0,8.05,0,0,2011-01-27 22:00:00,False,True,False,False
9408,32.0,-21,-7.0,1041.0,9.84,0,0,2011-01-27 23:00:00,False,True,False,False
9409,32.0,-21,-7.0,1041.0,12.97,0,0,2011-01-28 00:00:00,False,True,False,False
9410,18.0,-21,-8.0,1041.0,16.1,0,0,2011-01-28 01:00:00,False,True,False,False
9411,13.0,-21,-7.0,1040.0,17.89,0,0,2011-01-28 02:00:00,False,True,False,False
9412,23.0,-21,-8.0,1039.0,21.91,0,0,2011-01-28 03:00:00,False,True,False,False
9413,23.0,-21,-9.0,1040.0,25.04,0,0,2011-01-28 04:00:00,False,True,False,False
9414,20.0,-21,-10.0,1040.0,28.17,0,0,2011-01-28 05:00:00,False,True,False,False
9415,23.0,-21,-10.0,1039.0,32.19,0,0,2011-01-28 06:00:00,False,True,False,False
9416,31.0,-21,-9.0,1039.0,35.32,0,0,2011-01-28 07:00:00,False,True,False,False
9417,27.0,-20,-10.0,1039.0,1.79,0,0,2011-01-28 08:00:00,False,False,True,False
9418,19.0,-20,-5.0,1039.0,4.92,0,0,2011-01-28 09:00:00,False,True,False,False
9419,21.0,-20,-4.0,1039.0,9.84,0,0,2011-01-28 10:00:00,False,True,False,False
9420,21.0,-20,-3.0,1039.0,16.99,0,0,2011-01-28 11:00:00,False,True,False,False
9421,18.0,-20,-2.0,1038.0,24.14,0,0,2011-01-28 12:00:00,False,True,False,False
9422,16.0,-20,-2.0,1037.0,32.19,0,0,2011-01-28 13:00:00,False,True,False,False
9423,14.0,-20,-1.0,1036.0,38.0,0,0,2011-01-28 14:00:00,False,True,False,False
9424,14.0,-21,-1.0,1034.0,45.15,0,0,2011-01-28 15:00:00,False,True,False,False
9425,12.0,-22,-1.0,1034.0,53.2,0,0,2011-01-28 16:00:00,False,True,False,False
9426,12.0,-22,-2.0,1034.0,61.25,0,0,2011-01-28 17:00:00,False,True,False,False
9427,13.0,-23,-5.0,1035.0,67.06,0,0,2011-01-28 18:00:00,False,True,False,False
9428,12.0,-22,-3.0,1036.0,71.08,0,0,2011-01-28 19:00:00,False,True,False,False
9429,16.0,-22,-6.0,1036.0,75.1,0,0,2011-01-28 20:00:00,False,True,False,False
9430,14.0,-21,-7.0,1036.0,76.89,0,0,2011-01-28 21:00:00,False,True,False,False
9431,10.0,-21,-5.0,1037.0,81.81,0,0,2011-01-28 22:00:00,False,True,False,False
9432,15.0,-21,-6.0,1037.0,86.73,0,0,2011-01-28 23:00:00,False,True,False,False
9433,3.0,-23,-7.0,1037.0,92.54,0,0,2011-01-29 00:00:00,False,True,False,False
9434,6.0,-24,-8.0,1037.0,97.46,0,0,2011-01-29 01:00:00,False,True,False,False
9435,10.0,-24,-8.0,1037.0,102.38,0,0,2011-01-29 02:00:00,False,True,False,False
9436,7.0,-25,-9.0,1037.0,108.19,0,0,2011-01-29 03:00:00,False,True,False,False
9437,4.0,-25,-11.0,1037.0,112.21,0,0,2011-01-29 04:00:00,False,True,False,False
9438,2.0,-25,-11.0,1036.0,117.13,0,0,2011-01-29 05:00:00,False,True,False,False
9439,7.0,-24,-11.0,1036.0,122.05,0,0,2011-01-29 06:00:00,False,True,False,False
9440,11.0,-24,-12.0,1037.0,125.18,0,0,2011-01-29 07:00:00,False,True,False,False
9441,8.0,-24,-11.0,1037.0,128.31,0,0,2011-01-29 08:00:00,False,True,False,False
9442,9.0,-24,-9.0,1038.0,3.13,0,0,2011-01-29 09:00:00,True,False,False,False
9443,16.0,-23,-7.0,1038.0,6.26,0,0,2011-01-29 10:00:00,True,False,False,False
9444,27.0,-22,-6.0,1038.0,3.13,0,0,2011-01-29 11:00:00,False,True,False,False
9445,19.0,-22,-4.0,1037.0,11.18,0,0,2011-01-29 12:00:00,False,True,False,False
9446,11.0,-22,-3.0,1035.0,19.23,0,0,2011-01-29 13:00:00,False,True,False,False
9447,42.0,-22,-2.0,1035.0,27.28,0,0,2011-01-29 14:00:00,False,True,False,False
9448,15.0,-23,-1.0,1034.0,34.43,0,0,2011-01-29 15:00:00,False,True,False,False
9449,13.0,-22,-1.0,1034.0,40.24,0,0,2011-01-29 16:00:00,False,True,False,False
9450,11.0,-23,-2.0,1034.0,47.39,0,0,2011-01-29 17:00:00,False,True,False,False
9451,9.0,-24,-6.0,1035.0,51.41,0,0,2011-01-29 18:00:00,False,True,False,False
9452,12.0,-23,-7.0,1035.0,55.43,0,0,2011-01-29 19:00:00,False,True,False,False
9453,16.0,-22,-6.0,1035.0,60.35,0,0,2011-01-29 20:00:00,False,True,False,False
9454,9.0,-22,-5.0,1035.0,66.16,0,0,2011-01-29 21:00:00,False,True,False,False
9455,10.0,-23,-5.0,1035.0,74.21,0,0,2011-01-29 22:00:00,False,True,False,False
9456,9.0,-23,-7.0,1036.0,77.34,0,0,2011-01-29 23:00:00,False,True,False,False
9457,21.0,-22,-5.0,1036.0,82.26,0,0,2011-01-30 00:00:00,False,True,False,False
9458,22.0,-22,-6.0,1036.0,88.07,0,0,2011-01-30 01:00:00,False,True,False,False
9459,10.0,-21,-6.0,1036.0,93.88,0,0,2011-01-30 02:00:00,False,True,False,False
9460,19.0,-22,-6.0,1036.0,99.69,0,0,2011-01-30 03:00:00,False,True,False,False
9461,7.0,-21,-6.0,1036.0,104.61,0,0,2011-01-30 04:00:00,False,True,False,False
9462,8.0,-22,-7.0,1036.0,108.63,0,0,2011-01-30 05:00:00,False,True,False,False
9463,8.0,-21,-7.0,1036.0,114.44,0,0,2011-01-30 06:00:00,False,True,False,False
9464,9.0,-21,-7.0,1036.0,120.25,0,0,2011-01-30 07:00:00,False,True,False,False
9465,17.0,-21,-6.0,1036.0,125.17,0,0,2011-01-30 08:00:00,False,True,False,False
9466,19.0,-21,-4.0,1036.0,130.98,0,0,2011-01-30 09:00:00,False,True,False,False
9467,21.0,-20,-3.0,1036.0,138.13,0,0,2011-01-30 10:00:00,False,True,False,False
9468,24.0,-20,-1.0,1036.0,147.07,0,0,2011-01-30 11:00:00,False,True,False,False
9469,16.0,-22,0.0,1035.0,156.01,0,0,2011-01-30 12:00:00,False,True,False,False
9470,14.0,-22,1.0,1033.0,164.95,0,0,2011-01-30 13:00:00,False,True,False,False
9471,16.0,-22,2.0,1032.0,173.89,0,0,2011-01-30 14:00:00,False,True,False,False
9472,16.0,-22,2.0,1031.0,181.94,0,0,2011-01-30 15:00:00,False,True,False,False
9473,11.0,-21,3.0,1030.0,189.09,0,0,2011-01-30 16:00:00,False,True,False,False
9474,13.0,-21,3.0,1030.0,194.01,0,0,2011-01-30 17:00:00,False,True,False,False
9475,16.0,-21,2.0,1031.0,198.93,0,0,2011-01-30 18:00:00,False,True,False,False
9476,37.0,-21,0.0,1031.0,202.06,0,0,2011-01-30 19:00:00,False,True,False,False
9477,46.0,-20,1.0,1031.0,205.19,0,0,2011-01-30 20:00:00,False,True,False,False
9478,45.0,-18,-2.0,1032.0,208.32,0,0,2011-01-30 21:00:00,False,True,False,False
9479,49.0,-19,-4.0,1032.0,0.89,0,0,2011-01-30 22:00:00,False,False,False,True
9480,45.0,-19,-4.0,1032.0,1.79,0,0,2011-01-30 23:00:00,True,False,False,False
9481,21.0,-18,-3.0,1032.0,4.92,0,0,2011-01-31 00:00:00,False,True,False,False
9482,15.0,-18,-4.0,1031.0,9.84,0,0,2011-01-31 01:00:00,False,True,False,False
9483,12.0,-19,-5.0,1031.0,12.97,0,0,2011-01-31 02:00:00,False,True,False,False
9484,12.0,-18,-5.0,1031.0,16.1,0,0,2011-01-31 03:00:00,False,True,False,False
9485,15.0,-19,-6.0,1030.0,19.23,0,0,2011-01-31 04:00:00,False,True,False,False
9486,13.0,-19,-9.0,1030.0,23.25,0,0,2011-01-31 05:00:00,False,True,False,False
9487,10.0,-19,-9.0,1030.0,0.89,0,0,2011-01-31 06:00:00,False,False,False,True
9488,25.0,-18,-9.0,1030.0,4.02,0,0,2011-01-31 07:00:00,False,True,False,False
9489,43.0,-18,-8.0,1031.0,7.15,0,0,2011-01-31 08:00:00,False,True,False,False
9490,23.0,-18,-2.0,1031.0,10.28,0,0,2011-01-31 09:00:00,False,True,False,False
9491,27.0,-19,1.0,1030.0,15.2,0,0,2011-01-31 10:00:00,False,True,False,False
9492,19.0,-20,4.0,1030.0,19.22,0,0,2011-01-31 11:00:00,False,True,False,False
9493,23.0,-21,6.0,1029.0,26.37,0,0,2011-01-31 12:00:00,False,True,False,False
9494,23.0,-20,7.0,1027.0,33.52,0,0,2011-01-31 13:00:00,False,True,False,False
9495,17.0,-19,8.0,1026.0,40.67,0,0,2011-01-31 14:00:00,False,True,False,False
9496,21.0,-19,8.0,1025.0,46.48,0,0,2011-01-31 15:00:00,False,True,False,False
9497,18.0,-19,8.0,1025.0,52.29,0,0,2011-01-31 16:00:00,False,True,False,False
9498,28.0,-20,7.0,1025.0,56.31,0,0,2011-01-31 17:00:00,False,True,False,False
9499,24.0,-20,6.0,1025.0,59.44,0,0,2011-01-31 18:00:00,False,True,False,False
9500,46.0,-20,4.0,1025.0,64.36,0,0,2011-01-31 19:00:00,False,True,False,False
9501,61.0,-21,4.0,1025.0,68.38,0,0,2011-01-31 20:00:00,False,True,False,False
9502,69.0,-20,2.0,1025.0,71.51,0,0,2011-01-31 21:00:00,False,True,False,False
9503,68.0,-19,2.0,1025.0,74.64,0,0,2011-01-31 22:00:00,False,True,False,False
9504,55.0,-18,-3.0,1025.0,77.77,0,0,2011-01-31 23:00:00,False,True,False,False
9505,33.0,-17,-4.0,1025.0,80.9,0,0,2011-02-01 00:00:00,False,True,False,False
9506,43.0,-17,-5.0,1024.0,84.92,0,0,2011-02-01 01:00:00,False,True,False,False
9507,28.0,-17,-5.0,1025.0,89.84,0,0,2011-02-01 02:00:00,False,True,False,False
9508,34.0,-18,-6.0,1024.0,94.76,0,0,2011-02-01 03:00:00,False,True,False,False
9509,29.0,-17,-6.0,1024.0,98.78,0,0,2011-02-01 04:00:00,False,True,False,False
9510,37.0,-17,-4.0,1024.0,101.91,0,0,2011-02-01 05:00:00,False,True,False,False
9511,34.0,-17,-4.0,1023.0,105.04,0,0,2011-02-01 06:00:00,False,True,False,False
9512,27.0,-17,-3.0,1024.0,4.02,0,0,2011-02-01 07:00:00,True,False,False,False
9513,44.0,-17,-3.0,1024.0,7.15,0,0,2011-02-01 08:00:00,True,False,False,False
9514,37.0,-17,-1.0,1024.0,10.28,0,0,2011-02-01 09:00:00,True,False,False,False
9515,46.0,-19,0.0,1024.0,14.3,0,0,2011-02-01 10:00:00,True,False,False,False
9516,43.0,-20,4.0,1024.0,18.32,0,0,2011-02-01 11:00:00,True,False,False,False
9517,29.0,-20,6.0,1023.0,3.13,0,0,2011-02-01 12:00:00,False,True,False,False
9518,20.0,-22,7.0,1022.0,10.28,0,0,2011-02-01 13:00:00,False,True,False,False
9519,27.0,-22,9.0,1021.0,17.43,0,0,2011-02-01 14:00:00,False,True,False,False
9520,23.0,-22,9.0,1020.0,22.35,0,0,2011-02-01 15:00:00,False,True,False,False
9521,28.0,-21,8.0,1020.0,28.16,0,0,2011-02-01 16:00:00,False,True,False,False
9522,22.0,-22,7.0,1020.0,32.18,0,0,2011-02-01 17:00:00,False,True,False,False
9523,29.0,-22,6.0,1021.0,37.1,0,0,2011-02-01 18:00:00,False,True,False,False
9524,30.0,-22,5.0,1021.0,42.02,0,0,2011-02-01 19:00:00,False,True,False,False
9525,42.0,-22,3.0,1021.0,46.04,0,0,2011-02-01 20:00:00,False,True,False,False
9526,49.0,-22,4.0,1021.0,50.06,0,0,2011-02-01 21:00:00,False,True,False,False
9527,49.0,-22,3.0,1021.0,54.08,0,0,2011-02-01 22:00:00,False,True,False,False
9528,59.0,-22,3.0,1021.0,57.21,0,0,2011-02-01 23:00:00,False,True,False,False
9529,84.0,-20,-2.0,1021.0,61.23,0,0,2011-02-02 00:00:00,False,True,False,False
9530,73.0,-19,-4.0,1021.0,0.89,0,0,2011-02-02 01:00:00,False,False,False,True
9531,70.0,-19,-6.0,1021.0,3.13,0,0,2011-02-02 02:00:00,False,True,False,False
9532,95.0,-19,-6.0,1020.0,6.26,0,0,2011-02-02 03:00:00,False,True,False,False
9533,71.0,-20,-5.0,1020.0,0.89,0,0,2011-02-02 04:00:00,False,False,False,True
9534,47.0,-19,-4.0,1020.0,4.02,0,0,2011-02-02 05:00:00,False,True,False,False
9535,42.0,-19,-7.0,1020.0,7.15,0,0,2011-02-02 06:00:00,False,True,False,False
9536,56.0,-20,-7.0,1020.0,10.28,0,0,2011-02-02 07:00:00,False,True,False,False
9537,48.0,-18,-4.0,1021.0,14.3,0,0,2011-02-02 08:00:00,False,True,False,False
9538,42.0,-18,-2.0,1021.0,18.32,0,0,2011-02-02 09:00:00,False,True,False,False
9539,45.0,-20,1.0,1022.0,21.45,0,0,2011-02-02 10:00:00,False,True,False,False
9540,60.0,-21,4.0,1022.0,24.58,0,0,2011-02-02 11:00:00,False,True,False,False
9541,65.0,-21,5.0,1021.0,28.6,0,0,2011-02-02 12:00:00,False,True,False,False
9542,55.0,-20,7.0,1019.0,31.73,0,0,2011-02-02 13:00:00,False,True,False,False
9543,38.0,-20,7.0,1019.0,39.78,0,0,2011-02-02 14:00:00,False,True,False,False
9544,33.0,-18,6.0,1019.0,47.83,0,0,2011-02-02 15:00:00,False,True,False,False
9545,34.0,-16,5.0,1020.0,57.66,0,0,2011-02-02 16:00:00,False,True,False,False
9546,19.0,-17,5.0,1020.0,65.71,0,0,2011-02-02 17:00:00,False,True,False,False
9547,18.0,-17,3.0,1021.0,73.76,0,0,2011-02-02 18:00:00,False,True,False,False
9548,29.0,-18,3.0,1022.0,81.81,0,0,2011-02-02 19:00:00,False,True,False,False
9549,44.0,-17,2.0,1022.0,87.62,0,0,2011-02-02 20:00:00,False,True,False,False
9550,89.0,-17,2.0,1023.0,94.77,0,0,2011-02-02 21:00:00,False,True,False,False
9551,61.0,-17,1.0,1023.0,100.58,0,0,2011-02-02 22:00:00,False,True,False,False
9552,61.0,-16,-3.0,1023.0,103.71,0,0,2011-02-02 23:00:00,False,True,False,False
9553,75.0,-17,-4.0,1024.0,107.73,0,0,2011-02-03 00:00:00,False,True,False,False
9554,348.0,-17,-3.0,1024.0,111.75,0,0,2011-02-03 01:00:00,False,True,False,False
9555,79.0,-17,-2.0,1024.0,116.67,0,0,2011-02-03 02:00:00,False,True,False,False
9556,40.0,-17,-5.0,1024.0,119.8,0,0,2011-02-03 03:00:00,False,True,False,False
9557,25.0,-17,-8.0,1024.0,122.93,0,0,2011-02-03 04:00:00,False,True,False,False
9558,29.0,-17,-7.0,1023.0,126.06,0,0,2011-02-03 05:00:00,False,True,False,False
9559,23.0,-17,-7.0,1023.0,129.19,0,0,2011-02-03 06:00:00,False,True,False,False
9560,24.0,-17,-9.0,1024.0,133.21,0,0,2011-02-03 07:00:00,False,True,False,False
9561,39.0,-16,-5.0,1024.0,3.13,0,0,2011-02-03 08:00:00,True,False,False,False
9562,46.0,-16,-2.0,1024.0,4.92,0,0,2011-02-03 09:00:00,False,True,False,False
9563,47.0,-18,0.0,1023.0,4.02,0,0,2011-02-03 10:00:00,True,False,False,False
9564,30.0,-18,2.0,1023.0,3.13,0,0,2011-02-03 11:00:00,False,True,False,False
9565,36.0,-18,3.0,1022.0,4.92,0,0,2011-02-03 12:00:00,False,True,False,False
9566,28.0,-19,5.0,1020.0,0.89,0,0,2011-02-03 13:00:00,False,False,False,True
9567,44.0,-19,6.0,1019.0,1.79,0,0,2011-02-03 14:00:00,False,True,False,False
9568,47.0,-19,7.0,1019.0,3.13,0,0,2011-02-03 15:00:00,False,False,True,False
9569,78.0,-19,6.0,1018.0,8.05,0,0,2011-02-03 16:00:00,False,False,True,False
9570,100.0,-20,5.0,1018.0,12.07,0,0,2011-02-03 17:00:00,False,False,True,False
9571,146.0,-19,3.0,1019.0,16.09,0,0,2011-02-03 18:00:00,False,False,True,False
9572,143.0,-18,3.0,1019.0,19.22,0,0,2011-02-03 19:00:00,False,False,True,False
9573,167.0,-18,2.0,1019.0,21.01,0,0,2011-02-03 20:00:00,False,False,True,False
9574,250.0,-16,-3.0,1019.0,0.89,0,0,2011-02-03 21:00:00,False,False,False,True
9575,288.0,-15,-3.0,1019.0,1.34,0,0,2011-02-03 22:00:00,False,False,False,True
9576,289.0,-15,-5.0,1019.0,2.23,0,0,2011-02-03 23:00:00,False,False,False,True
9577,299.0,-15,-6.0,1019.0,0.89,0,0,2011-02-04 00:00:00,True,False,False,False
9578,378.0,-16,-7.0,1019.0,0.89,0,0,2011-02-04 01:00:00,False,True,False,False
9579,270.0,-15,-6.0,1019.0,1.79,0,0,2011-02-04 02:00:00,True,False,False,False
9580,263.0,-16,-7.0,1019.0,1.79,0,0,2011-02-04 03:00:00,False,True,False,False
9581,234.0,-15,-4.0,1019.0,4.92,0,0,2011-02-04 04:00:00,False,True,False,False
9582,171.0,-16,-4.0,1019.0,6.71,0,0,2011-02-04 05:00:00,False,True,False,False
9583,100.0,-16,-3.0,1019.0,9.84,0,0,2011-02-04 06:00:00,False,True,False,False
9584,83.0,-16,-3.0,1020.0,12.97,0,0,2011-02-04 07:00:00,False,True,False,False
9585,77.0,-15,0.0,1021.0,16.99,0,0,2011-02-04 08:00:00,False,True,False,False
9586,86.0,-17,0.0,1022.0,21.91,0,0,2011-02-04 09:00:00,False,True,False,False
9587,102.0,-17,2.0,1022.0,25.93,0,0,2011-02-04 10:00:00,False,True,False,False
9588,77.0,-13,4.0,1023.0,29.95,0,0,2011-02-04 11:00:00,False,True,False,False
9589,40.0,-10,6.0,1023.0,4.02,0,0,2011-02-04 12:00:00,True,False,False,False
9590,37.0,-11,7.0,1022.0,8.04,0,0,2011-02-04 13:00:00,True,False,False,False
9591,33.0,-12,8.0,1021.0,1.79,0,0,2011-02-04 14:00:00,False,False,True,False
9592,32.0,-12,8.0,1021.0,0.89,0,0,2011-02-04 15:00:00,False,False,False,True
9593,32.0,-12,7.0,1021.0,3.13,0,0,2011-02-04 16:00:00,False,False,True,False
9594,21.0,-12,6.0,1021.0,7.15,0,0,2011-02-04 17:00:00,False,False,True,False
9595,196.0,-12,2.0,1023.0,12.96,0,0,2011-02-04 18:00:00,False,False,True,False
9596,161.0,-13,0.0,1023.0,16.09,0,0,2011-02-04 19:00:00,False,False,True,False
9597,143.0,-11,-1.0,1024.0,19.22,0,0,2011-02-04 20:00:00,False,False,True,False
9598,149.0,-11,-2.0,1025.0,22.35,0,0,2011-02-04 21:00:00,False,False,True,False
9599,99.0,-11,-4.0,1025.0,24.14,0,0,2011-02-04 22:00:00,False,False,True,False
9600,64.0,-11,-3.0,1025.0,25.03,0,0,2011-02-04 23:00:00,False,False,True,False
9601,43.0,-12,-6.0,1025.0,25.92,0,0,2011-02-05 00:00:00,False,False,True,False
9602,53.0,-11,-6.0,1025.0,0.45,0,0,2011-02-05 01:00:00,False,False,False,True
9603,46.0,-11,-6.0,1024.0,1.34,0,0,2011-02-05 02:00:00,False,False,False,True
9604,55.0,-11,-8.0,1023.0,0.89,0,0,2011-02-05 03:00:00,False,False,True,False
9605,63.0,-11,-7.0,1023.0,0.89,0,0,2011-02-05 04:00:00,False,False,False,True
9606,74.0,-10,-6.0,1022.0,1.78,0,0,2011-02-05 05:00:00,False,False,False,True
9607,82.0,-12,-8.0,1021.0,2.23,0,0,2011-02-05 06:00:00,False,False,False,True
9608,87.0,-11,-7.0,1021.0,0.89,0,0,2011-02-05 07:00:00,False,False,True,False
9609,90.0,-11,-5.0,1022.0,0.89,0,0,2011-02-05 08:00:00,True,False,False,False
9610,92.0,-10,-4.0,1022.0,0.89,0,0,2011-02-05 09:00:00,False,False,False,True
9611,97.0,-8,-2.0,1020.0,3.13,0,0,2011-02-05 10:00:00,False,False,True,False
9612,100.0,-7,-1.0,1020.0,0.89,0,0,2011-02-05 11:00:00,False,False,False,True
9613,105.0,-7,0.0,1018.0,3.13,0,0,2011-02-05 12:00:00,False,False,True,False
9614,109.0,-9,1.0,1016.0,6.26,0,0,2011-02-05 13:00:00,False,False,True,False
9615,130.0,-9,2.0,1015.0,8.05,0,0,2011-02-05 14:00:00,False,False,True,False
9616,145.0,-9,2.0,1014.0,0.89,0,0,2011-02-05 15:00:00,False,False,False,True
9617,147.0,-9,2.0,1014.0,1.78,0,0,2011-02-05 16:00:00,False,False,False,True
9618,165.0,-9,1.0,1014.0,2.67,0,0,2011-02-05 17:00:00,False,False,False,True
9619,178.0,-9,-1.0,1014.0,1.79,0,0,2011-02-05 18:00:00,False,True,False,False
9620,169.0,-10,-4.0,1014.0,4.92,0,0,2011-02-05 19:00:00,False,True,False,False
9621,155.0,-10,-3.0,1015.0,6.71,0,0,2011-02-05 20:00:00,False,True,False,False
9622,158.0,-9,-3.0,1015.0,0.89,0,0,2011-02-05 21:00:00,False,False,False,True
9623,174.0,-10,-4.0,1015.0,1.78,0,0,2011-02-05 22:00:00,False,False,False,True
9624,201.0,-9,-3.0,1016.0,4.02,0,0,2011-02-05 23:00:00,False,True,False,False
9625,220.0,-9,-2.0,1017.0,8.04,0,0,2011-02-06 00:00:00,False,True,False,False
9626,186.0,-10,-5.0,1018.0,1.79,0,0,2011-02-06 01:00:00,True,False,False,False
9627,144.0,-10,-6.0,1018.0,1.79,0,0,2011-02-06 02:00:00,False,False,True,False
9628,89.0,-9,-1.0,1019.0,4.02,0,0,2011-02-06 03:00:00,True,False,False,False
9629,17.0,-11,-4.0,1019.0,7.15,0,0,2011-02-06 04:00:00,True,False,False,False
9630,19.0,-10,-3.0,1020.0,4.02,0,0,2011-02-06 05:00:00,False,True,False,False
9631,22.0,-10,-2.0,1020.0,5.81,0,0,2011-02-06 06:00:00,False,True,False,False
9632,34.0,-12,-6.0,1021.0,3.13,0,0,2011-02-06 07:00:00,True,False,False,False
9633,31.0,-10,-1.0,1023.0,1.79,0,0,2011-02-06 08:00:00,False,True,False,False
9634,54.0,-12,2.0,1023.0,3.13,0,0,2011-02-06 09:00:00,True,False,False,False
9635,34.0,-12,5.0,1023.0,8.05,0,0,2011-02-06 10:00:00,True,False,False,False
9636,29.0,-12,6.0,1023.0,4.02,0,0,2011-02-06 11:00:00,False,True,False,False
9637,25.0,-10,8.0,1022.0,7.15,0,0,2011-02-06 12:00:00,False,True,False,False
9638,27.0,-10,9.0,1020.0,11.17,0,0,2011-02-06 13:00:00,False,True,False,False
9639,21.0,-10,10.0,1019.0,1.79,0,0,2011-02-06 14:00:00,False,False,False,True
9640,25.0,-10,11.0,1019.0,3.58,0,0,2011-02-06 15:00:00,False,False,False,True
9641,29.0,-9,10.0,1019.0,4.02,0,0,2011-02-06 16:00:00,False,False,True,False
9642,21.0,-10,10.0,1019.0,7.15,0,0,2011-02-06 17:00:00,False,False,True,False
9643,22.0,-11,6.0,1019.0,8.94,0,0,2011-02-06 18:00:00,False,False,True,False
9644,20.0,-12,5.0,1019.0,12.96,0,0,2011-02-06 19:00:00,False,False,True,False
9645,35.0,-11,2.0,1020.0,0.89,0,0,2011-02-06 20:00:00,False,False,False,True
9646,41.0,-12,3.0,1020.0,4.92,0,0,2011-02-06 21:00:00,False,False,True,False
9647,69.0,-13,2.0,1020.0,6.71,0,0,2011-02-06 22:00:00,False,False,True,False
9648,83.0,-11,1.0,1020.0,9.84,0,0,2011-02-06 23:00:00,False,False,True,False
9649,93.0,-10,0.0,1020.0,12.97,0,0,2011-02-07 00:00:00,False,False,True,False
9650,106.0,-9,-1.0,1019.0,16.1,0,0,2011-02-07 01:00:00,False,False,True,False
9651,110.0,-9,-2.0,1019.0,0.89,0,0,2011-02-07 02:00:00,False,False,False,True
9652,110.0,-9,-3.0,1019.0,1.78,0,0,2011-02-07 03:00:00,False,False,False,True
9653,122.0,-9,-2.0,1017.0,3.13,0,0,2011-02-07 04:00:00,False,False,True,False
9654,130.0,-9,-2.0,1017.0,4.92,0,0,2011-02-07 05:00:00,False,False,True,False
9655,126.0,-9,-2.0,1018.0,0.45,0,0,2011-02-07 06:00:00,False,False,False,True
9656,117.0,-9,-2.0,1017.0,1.34,0,0,2011-02-07 07:00:00,False,False,False,True
9657,118.0,-9,-2.0,1017.0,2.23,0,0,2011-02-07 08:00:00,False,False,False,True
9658,110.0,-8,0.0,1017.0,1.79,0,0,2011-02-07 09:00:00,False,False,True,False
9659,113.0,-8,0.0,1017.0,0.89,0,0,2011-02-07 10:00:00,False,False,False,True
9660,131.0,-8,1.0,1016.0,1.79,0,0,2011-02-07 11:00:00,True,False,False,False
9661,151.0,-8,3.0,1015.0,1.79,0,0,2011-02-07 12:00:00,False,False,True,False
9662,129.0,-11,4.0,1013.0,4.92,0,0,2011-02-07 13:00:00,False,False,True,False
9663,117.0,-12,4.0,1012.0,8.94,0,0,2011-02-07 14:00:00,False,False,True,False
9664,138.0,-11,4.0,1012.0,12.96,0,0,2011-02-07 15:00:00,False,False,True,False
9665,146.0,-12,3.0,1011.0,16.98,0,0,2011-02-07 16:00:00,False,False,True,False
9666,108.0,-12,3.0,1012.0,20.11,0,0,2011-02-07 17:00:00,False,False,True,False
9667,77.0,-12,1.0,1012.0,21.9,0,0,2011-02-07 18:00:00,False,False,True,False
9668,101.0,-10,0.0,1012.0,0.89,0,0,2011-02-07 19:00:00,False,False,False,True
9669,200.0,-10,-3.0,1013.0,0.89,0,0,2011-02-07 20:00:00,True,False,False,False
9670,288.0,-10,-3.0,1014.0,0.45,0,0,2011-02-07 21:00:00,False,False,False,True
9671,295.0,-10,-4.0,1013.0,1.34,0,0,2011-02-07 22:00:00,False,False,False,True
9672,263.0,-10,-4.0,1013.0,1.79,0,0,2011-02-07 23:00:00,False,False,False,True
9673,208.0,-10,-6.0,1012.0,2.68,0,0,2011-02-08 00:00:00,False,False,False,True
9674,176.0,-11,-7.0,1012.0,3.13,0,0,2011-02-08 01:00:00,False,False,False,True
9675,121.0,-10,-7.0,1013.0,0.89,0,0,2011-02-08 02:00:00,False,True,False,False
9676,133.0,-12,-7.0,1013.0,2.68,0,0,2011-02-08 03:00:00,False,True,False,False
9677,128.0,-12,-8.0,1013.0,5.81,0,0,2011-02-08 04:00:00,False,True,False,False
9678,162.0,-11,-7.0,1012.0,8.94,0,0,2011-02-08 05:00:00,False,True,False,False
9679,168.0,-11,-7.0,1012.0,12.07,0,0,2011-02-08 06:00:00,False,True,False,False
9680,148.0,-10,-5.0,1013.0,16.99,0,0,2011-02-08 07:00:00,False,True,False,False
9681,119.0,-11,-4.0,1014.0,20.12,0,0,2011-02-08 08:00:00,False,True,False,False
9682,118.0,-10,-1.0,1015.0,25.04,0,0,2011-02-08 09:00:00,False,True,False,False
9683,109.0,-12,3.0,1015.0,5.81,0,0,2011-02-08 10:00:00,True,False,False,False
