No,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir,datetime
5263,63.0,19,21.0,1005.0,cv,2.68,0,0,2010-08-08 06:00:00
5264,56.0,19,21.0,1005.0,NW,3.13,0,0,2010-08-08 07:00:00
5265,68.0,19,23.0,1005.0,NW,7.15,0,0,2010-08-08 08:00:00
5266,57.0,19,23.0,1005.0,NW,10.28,0,0,2010-08-08 09:00:00
5267,71.0,19,26.0,1004.0,NW,12.07,0,0,2010-08-08 10:00:00
5268,66.0,19,27.0,1004.0,cv,0.89,0,0,2010-08-08 11:00:00
5269,75.0,19,28.0,1004.0,SE,3.13,0,0,2010-08-08 12:00:00
5270,81.0,19,30.0,1003.0,SE,4.92,0,0,2010-08-08 13:00:00
5271,98.0,20,31.0,1003.0,SE,6.71,0,0,2010-08-08 14:00:00
5272,114.0,20,32.0,1003.0,SE,8.5,0,0,2010-08-08 15:00:00
5273,119.0,21,32.0,1002.0,SE,10.29,0,0,2010-08-08 16:00:00
5274,125.0,21,30.0,1002.0,SE,14.31,0,0,2010-08-08 17:00:00
5275,115.0,22,29.0,1002.0,SE,17.44,0,0,2010-08-08 18:00:00
5276,124.0,22,27.0,1002.0,SE,20.57,0,0,2010-08-08 19:00:00
5277,141.0,22,26.0,1003.0,SE,23.7,0,0,2010-08-08 20:00:00
5278,157.0,22,26.0,1004.0,SE,25.49,0,0,2010-08-08 21:00:00
5279,187.0,23,26.0,1004.0,SE,28.62,0,0,2010-08-08 22:00:00
5280,221.0,22,26.0,1005.0,cv,0.89,0,0,2010-08-08 23:00:00
5281,221.0,23,25.0,1005.0,NE,1.79,0,0,2010-08-09 00:00:00
5282,221.0,22,25.0,1005.0,cv,0.89,0,0,2010-08-09 01:00:00
5283,218.0,23,25.0,1003.0,NE,3.13,0,0,2010-08-09 02:00:00
5284,231.0,22,24.0,1003.0,cv,0.89,0,0,2010-08-09 03:00:00
5285,231.0,22,25.0,1003.0,NW,3.13,0,0,2010-08-09 04:00:00
5286,231.0,22,24.0,1002.0,SE,1.79,0,0,2010-08-09 05:00:00
5287,208.0,22,24.0,1003.0,cv,0.89,0,0,2010-08-09 06:00:00
5288,211.0,23,25.0,1004.0,cv,1.78,0,0,2010-08-09 07:00:00
5289,255.0,23,25.0,1004.0,SE,1.79,0,0,2010-08-09 08:00:00
5290,258.0,22,26.0,1004.0,SE,3.58,0,0,2010-08-09 09:00:00
5291,246.0,23,27.0,1004.0,SE,5.37,0,0,2010-08-09 10:00:00
5292,239.0,23,29.0,1005.0,cv,1.79,0,0,2010-08-09 11:00:00
5293,207.0,22,29.0,1005.0,SE,1.79,0,0,2010-08-09 12:00:00
5294,224.0,22,31.0,1004.0,SE,3.58,0,0,2010-08-09 13:00:00
5295,245.0,22,31.0,1003.0,SE,6.71,0,0,2010-08-09 14:00:00
5296,221.0,22,31.0,1003.0,SE,8.5,0,0,2010-08-09 15:00:00
5297,208.0,22,31.0,1003.0,SE,11.63,0,0,2010-08-09 16:00:00
5298,209.0,22,31.0,1003.0,SE,14.76,0,0,2010-08-09 17:00:00
5299,224.0,22,30.0,1003.0,SE,17.89,0,0,2010-08-09 18:00:00
5300,270.0,22,29.0,1003.0,SE,21.02,0,0,2010-08-09 19:00:00
5301,271.0,23,28.0,1004.0,cv,0.89,0,0,2010-08-09 20:00:00
5302,297.0,23,27.0,1005.0,SE,1.79,0,0,2010-08-09 21:00:00
5303,275.0,23,26.0,1006.0,cv,0.89,0,0,2010-08-09 22:00:00
5304,295.0,23,27.0,1006.0,SE,1.79,0,0,2010-08-09 23:00:00
5305,336.0,24,26.0,1006.0,SE,2.68,0,0,2010-08-10 00:00:00
5306,360.0,23,26.0,1006.0,NE,1.79,0,0,2010-08-10 01:00:00
5307,263.0,24,26.0,1006.0,cv,0.89,0,0,2010-08-10 02:00:00
5308,271.0,23,25.0,1006.0,NE,1.79,0,0,2010-08-10 03:00:00
5309,284.0,20,24.0,1006.0,NW,3.13,0,0,2010-08-10 04:00:00
5310,145.0,17,24.0,1006.0,NW,4.92,0,0,2010-08-10 05:00:00
5311,123.0,15,23.0,1007.0,NW,8.05,0,0,2010-08-10 06:00:00
5312,65.0,14,24.0,1007.0,NW,12.07,0,0,2010-08-10 07:00:00
5313,32.0,13,25.0,1008.0,NW,16.99,0,0,2010-08-10 08:00:00
5314,34.0,12,26.0,1008.0,NW,21.01,0,0,2010-08-10 09:00:00
5315,45.0,11,28.0,1007.0,NE,4.02,0,0,2010-08-10 10:00:00
5316,17.0,12,30.0,1007.0,SE,1.79,0,0,2010-08-10 11:00:00
5317,40.0,14,31.0,1007.0,cv,0.89,0,0,2010-08-10 12:00:00
5318,60.0,18,32.0,1007.0,SE,3.13,0,0,2010-08-10 13:00:00
5319,83.0,20,33.0,1006.0,SE,6.26,0,0,2010-08-10 14:00:00
5320,110.0,20,33.0,1006.0,SE,8.05,0,0,2010-08-10 15:00:00
5321,121.0,20,32.0,1005.0,SE,11.18,0,0,2010-08-10 16:00:00
5322,155.0,21,30.0,1005.0,SE,16.1,0,0,2010-08-10 17:00:00
5323,168.0,21,29.0,1005.0,SE,19.23,0,0,2010-08-10 18:00:00
5324,154.0,21,27.0,1005.0,SE,23.25,0,0,2010-08-10 19:00:00
5325,160.0,21,27.0,1006.0,SE,26.38,0,0,2010-08-10 20:00:00
5326,175.0,22,26.0,1006.0,SE,28.17,0,0,2010-08-10 21:00:00
5327,172.0,23,26.0,1006.0,SE,29.96,0,0,2010-08-10 22:00:00
5328,183.0,23,26.0,1006.0,SE,31.75,0,0,2010-08-10 23:00:00
5329,182.0,23,25.0,1007.0,cv,0.89,0,0,2010-08-11 00:00:00
5330,194.0,23,25.0,1006.0,SE,1.79,0,0,2010-08-11 01:00:00
5331,132.0,23,25.0,1006.0,SE,3.58,0,0,2010-08-11 02:00:00
5332,141.0,23,24.0,1006.0,SE,5.37,0,0,2010-08-11 03:00:00
5333,122.0,23,24.0,1005.0,SE,7.16,0,0,2010-08-11 04:00:00
5334,101.0,22,24.0,1005.0,SE,8.95,0,0,2010-08-11 05:00:00
5335,100.0,22,24.0,1005.0,SE,10.74,0,0,2010-08-11 06:00:00
5336,92.0,22,25.0,1006.0,SE,12.53,0,0,2010-08-11 07:00:00
5337,94.0,23,25.0,1006.0,SE,14.32,0,0,2010-08-11 08:00:00
5338,120.0,23,26.0,1005.0,SE,17.45,0,0,2010-08-11 09:00:00
5339,166.0,23,26.0,1006.0,SE,20.58,0,1,2010-08-11 10:00:00
5340,223.0,23,26.0,1005.0,SE,23.71,0,0,2010-08-11 11:00:00
5341,181.0,23,26.0,1005.0,SE,27.73,0,1,2010-08-11 12:00:00
5342,128.0,23,26.0,1005.0,SE,31.75,0,2,2010-08-11 13:00:00
5343,117.0,22,26.0,1005.0,SE,35.77,0,0,2010-08-11 14:00:00
5344,97.0,22,27.0,1004.0,SE,38.9,0,1,2010-08-11 15:00:00
5345,96.0,21,27.0,1004.0,SE,42.92,0,0,2010-08-11 16:00:00
5346,79.0,21,26.0,1004.0,SE,46.94,0,0,2010-08-11 17:00:00
5347,61.0,21,26.0,1004.0,SE,50.96,0,1,2010-08-11 18:00:00
5348,66.0,21,25.0,1004.0,SE,54.09,0,0,2010-08-11 19:00:00
5349,69.0,20,25.0,1004.0,SE,57.22,0,0,2010-08-11 20:00:00
5350,76.0,20,25.0,1004.0,cv,1.79,0,0,2010-08-11 21:00:00
5351,81.0,20,24.0,1004.0,SE,1.79,0,0,2010-08-11 22:00:00
5352,70.0,20,23.0,1004.0,SE,3.58,0,0,2010-08-11 23:00:00
5353,83.0,20,22.0,1004.0,SE,5.37,0,0,2010-08-12 00:00:00
5354,81.0,20,22.0,1003.0,cv,0.89,0,0,2010-08-12 01:00:00
5355,74.0,20,21.0,1003.0,cv,1.34,0,0,2010-08-12 02:00:00
5356,70.0,19,21.0,1003.0,NE,0.89,0,0,2010-08-12 03:00:00
5357,74.0,20,21.0,1003.0,cv,0.45,0,0,2010-08-12 04:00:00
5358,94.0,20,21.0,1003.0,SE,0.89,0,0,2010-08-12 05:00:00
5359,111.0,20,21.0,1002.0,NW,1.79,0,0,2010-08-12 06:00:00
5360,115.0,21,22.0,1002.0,cv,0.45,0,0,2010-08-12 07:00:00
5361,117.0,22,24.0,1002.0,NE,1.79,0,0,2010-08-12 08:00:00
5362,110.0,21,27.0,1002.0,cv,0.89,0,0,2010-08-12 09:00:00
5363,96.0,20,28.0,1002.0,NW,1.79,0,0,2010-08-12 10:00:00
5364,93.0,21,29.0,1001.0,cv,0.89,0,0,2010-08-12 11:00:00
5365,113.0,22,31.0,1001.0,cv,1.78,0,0,2010-08-12 12:00:00
5366,111.0,21,33.0,1001.0,SE,1.79,0,0,2010-08-12 13:00:00
5367,115.0,21,33.0,1000.0,cv,1.79,0,0,2010-08-12 14:00:00
5368,105.0,21,33.0,999.0,SE,1.79,0,0,2010-08-12 15:00:00
5369,94.0,22,33.0,998.0,SE,5.81,0,0,2010-08-12 16:00:00
5370,99.0,21,32.0,998.0,SE,9.83,0,0,2010-08-12 17:00:00
5371,71.0,22,31.0,998.0,SE,13.85,0,0,2010-08-12 18:00:00
5372,53.0,23,29.0,999.0,SE,16.98,0,0,2010-08-12 19:00:00
5373,47.0,23,27.0,1000.0,SE,18.77,0,0,2010-08-12 20:00:00
5374,83.0,23,27.0,1001.0,SE,20.56,0,0,2010-08-12 21:00:00
5375,96.0,24,27.0,1002.0,cv,0.89,0,0,2010-08-12 22:00:00
5376,111.0,24,27.0,1001.0,SE,3.13,0,0,2010-08-12 23:00:00
5377,100.0,24,27.0,1001.0,SE,6.26,0,0,2010-08-13 00:00:00
5378,84.0,24,27.0,1001.0,SE,8.05,0,0,2010-08-13 01:00:00
5379,88.0,24,26.0,1000.0,SE,9.84,0,0,2010-08-13 02:00:00
5380,79.0,24,26.0,1000.0,SE,11.63,0,0,2010-08-13 03:00:00
5381,75.0,24,26.0,1000.0,SE,13.42,0,0,2010-08-13 04:00:00
5382,88.0,24,26.0,1000.0,SE,15.21,0,0,2010-08-13 05:00:00
5383,87.0,24,26.0,1001.0,SE,16.1,0,0,2010-08-13 06:00:00
5384,96.0,24,26.0,1001.0,NE,0.89,0,0,2010-08-13 07:00:00
5385,96.0,24,26.0,1002.0,SE,0.89,0,0,2010-08-13 08:00:00
5386,132.0,24,27.0,1002.0,cv,0.89,0,1,2010-08-13 09:00:00
5387,141.0,25,28.0,1002.0,cv,1.78,0,0,2010-08-13 10:00:00
5388,174.0,25,28.0,1002.0,SE,1.79,0,0,2010-08-13 11:00:00
5389,167.0,25,28.0,1002.0,SE,3.58,0,0,2010-08-13 12:00:00
5390,184.0,25,29.0,1002.0,cv,0.89,0,0,2010-08-13 13:00:00
5391,194.0,25,29.0,1001.0,SE,3.13,0,0,2010-08-13 14:00:00
5392,190.0,25,30.0,1001.0,SE,7.15,0,0,2010-08-13 15:00:00
5393,146.0,25,30.0,1001.0,SE,11.17,0,0,2010-08-13 16:00:00
5394,183.0,25,29.0,1000.0,SE,12.96,0,0,2010-08-13 17:00:00
5395,157.0,25,29.0,1000.0,SE,16.09,0,0,2010-08-13 18:00:00
5396,144.0,25,28.0,1000.0,SE,19.22,0,1,2010-08-13 19:00:00
5397,,25,27.0,1001.0,cv,3.13,0,0,2010-08-13 20:00:00
5398,,25,27.0,1001.0,SE,1.79,0,0,2010-08-13 21:00:00
5399,,25,27.0,1001.0,NE,1.79,0,0,2010-08-13 22:00:00
5400,,25,26.0,1000.0,SE,3.13,0,0,2010-08-13 23:00:00
5401,,24,26.0,999.0,SE,6.26,0,0,2010-08-14 00:00:00
5402,,24,26.0,999.0,SE,8.05,0,0,2010-08-14 01:00:00
5403,,24,25.0,999.0,NE,1.79,0,0,2010-08-14 02:00:00
5404,,24,25.0,999.0,SE,1.79,0,0,2010-08-14 03:00:00
5405,,23,25.0,999.0,cv,0.45,0,0,2010-08-14 04:00:00
5406,,23,24.0,998.0,NE,0.89,0,0,2010-08-14 05:00:00
5407,,22,23.0,999.0,NW,1.79,0,0,2010-08-14 06:00:00
5408,,23,25.0,999.0,cv,0.89,0,0,2010-08-14 07:00:00
5409,,24,26.0,999.0,cv,1.78,0,0,2010-08-14 08:00:00
5410,,23,29.0,999.0,cv,2.67,0,0,2010-08-14 09:00:00
5411,,18,31.0,999.0,NW,1.79,0,0,2010-08-14 10:00:00
5412,,13,33.0,999.0,NW,5.81,0,0,2010-08-14 11:00:00
5413,,-1,35.0,999.0,NW,15.64,0,0,2010-08-14 12:00:00
5414,,0,35.0,998.0,NW,26.82,0,0,2010-08-14 13:00:00
5415,,1,36.0,998.0,NW,38.0,0,0,2010-08-14 14:00:00
5416,,3,36.0,998.0,NW,46.94,0,0,2010-08-14 15:00:00
5417,,2,35.0,998.0,NW,58.12,0,0,2010-08-14 16:00:00
5418,,5,35.0,999.0,NW,67.95,0,0,2010-08-14 17:00:00
5419,,7,32.0,1000.0,NW,77.78,0,0,2010-08-14 18:00:00
5420,,6,31.0,1001.0,NW,85.83,0,0,2010-08-14 19:00:00
5421,,7,30.0,1001.0,NW,90.75,0,0,2010-08-14 20:00:00
5422,,9,26.0,1002.0,cv,0.89,0,0,2010-08-14 21:00:00
5423,,9,28.0,1002.0,NW,1.79,0,0,2010-08-14 22:00:00
5424,,9,28.0,1003.0,NW,5.81,0,0,2010-08-14 23:00:00
5425,,9,27.0,1003.0,NW,8.94,0,0,2010-08-15 00:00:00
5426,,9,27.0,1003.0,NW,12.96,0,0,2010-08-15 01:00:00
5427,,9,26.0,1003.0,NW,16.98,0,0,2010-08-15 02:00:00
5428,,9,26.0,1003.0,NW,20.11,0,0,2010-08-15 03:00:00
5429,,10,25.0,1003.0,NW,23.24,0,0,2010-08-15 04:00:00
5430,,10,24.0,1004.0,NW,27.26,0,0,2010-08-15 05:00:00
5431,,12,21.0,1004.0,NW,29.05,0,0,2010-08-15 06:00:00
5432,,11,26.0,1005.0,NW,33.07,0,0,2010-08-15 07:00:00
5433,,12,28.0,1005.0,NW,36.2,0,0,2010-08-15 08:00:00
5434,,10,30.0,1005.0,NW,41.12,0,0,2010-08-15 09:00:00
5435,,9,31.0,1006.0,NW,45.14,0,0,2010-08-15 10:00:00
5436,,8,33.0,1005.0,NW,52.29,0,0,2010-08-15 11:00:00
5437,,9,34.0,1005.0,NW,57.21,0,0,2010-08-15 12:00:00
5438,,9,35.0,1004.0,cv,4.02,0,0,2010-08-15 13:00:00
5439,,10,33.0,1004.0,SE,4.02,0,0,2010-08-15 14:00:00
5440,,11,33.0,1004.0,cv,0.89,0,0,2010-08-15 15:00:00
5441,,12,33.0,1004.0,SE,1.79,0,0,2010-08-15 16:00:00
5442,,12,32.0,1004.0,SE,5.81,0,0,2010-08-15 17:00:00
5443,,13,31.0,1004.0,SE,8.94,0,0,2010-08-15 18:00:00
5444,,13,30.0,1004.0,SE,10.73,0,0,2010-08-15 19:00:00
5445,,13,29.0,1005.0,SE,13.86,0,0,2010-08-15 20:00:00
5446,,16,26.0,1005.0,SE,15.65,0,0,2010-08-15 21:00:00
5447,,15,25.0,1006.0,cv,0.89,0,0,2010-08-15 22:00:00
5448,,17,23.0,1006.0,cv,1.78,0,0,2010-08-15 23:00:00
5449,,17,23.0,1006.0,NE,0.89,0,0,2010-08-16 00:00:00
5450,,17,23.0,1006.0,cv,0.89,0,0,2010-08-16 01:00:00
5451,,17,22.0,1007.0,NE,0.89,0,0,2010-08-16 02:00:00
5452,,17,21.0,1007.0,NW,1.79,0,0,2010-08-16 03:00:00
5453,,17,21.0,1007.0,NE,1.79,0,0,2010-08-16 04:00:00
5454,,17,20.0,1007.0,NW,1.79,0,0,2010-08-16 05:00:00
5455,,17,20.0,1008.0,NW,3.58,0,0,2010-08-16 06:00:00
5456,,17,24.0,1008.0,NW,5.37,0,0,2010-08-16 07:00:00
5457,,15,26.0,1008.0,NE,3.13,0,0,2010-08-16 08:00:00
5458,,16,28.0,1008.0,NE,4.92,0,0,2010-08-16 09:00:00
5459,,15,31.0,1008.0,cv,0.89,0,0,2010-08-16 10:00:00
5460,,16,31.0,1008.0,cv,1.78,0,0,2010-08-16 11:00:00
5461,,16,33.0,1007.0,cv,3.57,0,0,2010-08-16 12:00:00
5462,,16,34.0,1007.0,cv,6.7,0,0,2010-08-16 13:00:00
5463,,14,35.0,1006.0,SE,4.02,0,0,2010-08-16 14:00:00
5464,,14,35.0,1005.0,SE,8.04,0,0,2010-08-16 15:00:00
5465,112.0,15,34.0,1005.0,SE,12.96,0,0,2010-08-16 16:00:00
5466,68.0,15,33.0,1005.0,SE,17.88,0,0,2010-08-16 17:00:00
5467,45.0,17,32.0,1005.0,SE,21.9,0,0,2010-08-16 18:00:00
5468,69.0,15,30.0,1006.0,SE,25.92,0,0,2010-08-16 19:00:00
5469,68.0,15,30.0,1007.0,SE,29.94,0,0,2010-08-16 20:00:00
5470,92.0,16,29.0,1007.0,SE,33.96,0,0,2010-08-16 21:00:00
5471,79.0,17,28.0,1007.0,SE,37.09,0,0,2010-08-16 22:00:00
5472,68.0,18,26.0,1007.0,SE,38.88,0,0,2010-08-16 23:00:00
5473,76.0,18,26.0,1008.0,SE,40.67,0,0,2010-08-17 00:00:00
5474,81.0,19,24.0,1008.0,SE,42.46,0,0,2010-08-17 01:00:00
5475,97.0,19,23.0,1007.0,SE,44.25,0,0,2010-08-17 02:00:00
5476,114.0,19,23.0,1007.0,SE,46.04,0,0,2010-08-17 03:00:00
5477,140.0,19,22.0,1008.0,SE,47.83,0,0,2010-08-17 04:00:00
5478,158.0,18,22.0,1008.0,cv,0.89,0,0,2010-08-17 05:00:00
5479,158.0,19,22.0,1009.0,cv,1.78,0,0,2010-08-17 06:00:00
5480,182.0,20,24.0,1009.0,cv,2.67,0,0,2010-08-17 07:00:00
5481,166.0,21,26.0,1009.0,SE,3.13,0,0,2010-08-17 08:00:00
5482,188.0,20,28.0,1009.0,SE,6.26,0,0,2010-08-17 09:00:00
5483,194.0,21,29.0,1009.0,SE,9.39,0,0,2010-08-17 10:00:00
5484,174.0,19,31.0,1008.0,SE,14.31,0,0,2010-08-17 11:00:00
5485,173.0,17,33.0,1008.0,SE,20.12,0,0,2010-08-17 12:00:00
5486,121.0,17,33.0,1008.0,SE,25.04,0,0,2010-08-17 13:00:00
5487,125.0,16,33.0,1007.0,SE,30.85,0,0,2010-08-17 14:00:00
5488,122.0,16,33.0,1007.0,SE,36.66,0,0,2010-08-17 15:00:00
5489,118.0,17,32.0,1006.0,SE,41.58,0,0,2010-08-17 16:00:00
5490,123.0,16,32.0,1006.0,SE,47.39,0,0,2010-08-17 17:00:00
5491,127.0,17,31.0,1006.0,SE,52.31,0,0,2010-08-17 18:00:00
5492,152.0,18,30.0,1007.0,SE,56.33,0,0,2010-08-17 19:00:00
5493,144.0,18,28.0,1008.0,SE,59.46,0,0,2010-08-17 20:00:00
5494,145.0,19,27.0,1008.0,SE,62.59,0,0,2010-08-17 21:00:00
5495,156.0,19,26.0,1009.0,SE,65.72,0,0,2010-08-17 22:00:00
5496,171.0,21,25.0,1009.0,SE,67.51,0,0,2010-08-17 23:00:00
5497,199.0,22,25.0,1009.0,SE,69.3,0,0,2010-08-18 00:00:00
5498,249.0,22,24.0,1009.0,SE,71.09,0,0,2010-08-18 01:00:00
5499,300.0,22,25.0,1009.0,SE,72.88,0,0,2010-08-18 02:00:00
5500,285.0,22,24.0,1009.0,SE,76.01,0,0,2010-08-18 03:00:00
5501,281.0,22,24.0,1009.0,SE,79.14,0,0,2010-08-18 04:00:00
5502,318.0,22,24.0,1009.0,SE,80.93,0,0,2010-08-18 05:00:00
5503,326.0,22,24.0,1010.0,SE,84.06,0,0,2010-08-18 06:00:00
5504,337.0,23,25.0,1010.0,SE,87.19,0,0,2010-08-18 07:00:00
5505,312.0,23,26.0,1010.0,SE,90.32,0,0,2010-08-18 08:00:00
5506,311.0,23,27.0,1011.0,SE,93.45,0,0,2010-08-18 09:00:00
5507,291.0,23,27.0,1011.0,SE,95.24,0,0,2010-08-18 10:00:00
5508,230.0,23,27.0,1011.0,cv,0.89,0,0,2010-08-18 11:00:00
5509,246.0,23,28.0,1011.0,SE,1.79,0,1,2010-08-18 12:00:00
5510,309.0,23,28.0,1011.0,SE,3.58,0,2,2010-08-18 13:00:00
5511,283.0,23,28.0,1010.0,SE,6.71,0,3,2010-08-18 14:00:00
5512,237.0,23,28.0,1010.0,SE,8.5,0,0,2010-08-18 15:00:00
5513,164.0,24,27.0,1010.0,SE,10.29,0,1,2010-08-18 16:00:00
5514,140.0,24,27.0,1010.0,SE,12.08,0,2,2010-08-18 17:00:00
5515,140.0,24,27.0,1010.0,SE,12.97,0,3,2010-08-18 18:00:00
5516,152.0,23,25.0,1010.0,SE,14.76,0,4,2010-08-18 19:00:00
5517,173.0,23,24.0,1011.0,cv,1.79,0,6,2010-08-18 20:00:00
5518,136.0,22,24.0,1011.0,NW,3.13,0,8,2010-08-18 21:00:00
5519,90.0,19,22.0,1012.0,NW,6.26,0,9,2010-08-18 22:00:00
5520,103.0,20,22.0,1011.0,NW,10.28,0,10,2010-08-18 23:00:00
5521,104.0,20,22.0,1011.0,NW,14.3,0,11,2010-08-19 00:00:00
5522,106.0,20,22.0,1011.0,cv,0.89,0,12,2010-08-19 01:00:00
5523,89.0,21,22.0,1010.0,NW,1.79,0,13,2010-08-19 02:00:00
5524,85.0,21,22.0,1011.0,NW,3.58,0,14,2010-08-19 03:00:00
5525,84.0,21,22.0,1010.0,NW,6.71,0,0,2010-08-19 04:00:00
5526,88.0,21,22.0,1011.0,NW,9.84,0,0,2010-08-19 05:00:00
5527,97.0,21,22.0,1011.0,NW,12.97,0,0,2010-08-19 06:00:00
5528,102.0,21,23.0,1011.0,NW,16.1,0,1,2010-08-19 07:00:00
5529,93.0,22,23.0,1012.0,NW,17.89,0,0,2010-08-19 08:00:00
5530,102.0,21,24.0,1013.0,NW,21.02,0,0,2010-08-19 09:00:00
5531,100.0,21,24.0,1013.0,NW,22.81,0,0,2010-08-19 10:00:00
5532,100.0,21,26.0,1012.0,NW,25.94,0,0,2010-08-19 11:00:00
5533,78.0,21,28.0,1012.0,NW,27.73,0,0,2010-08-19 12:00:00
5534,75.0,21,28.0,1012.0,cv,0.89,0,0,2010-08-19 13:00:00
5535,93.0,21,27.0,1012.0,SE,1.79,0,0,2010-08-19 14:00:00
5536,123.0,22,27.0,1012.0,SE,3.58,0,0,2010-08-19 15:00:00
5537,124.0,21,28.0,1012.0,SE,6.71,0,0,2010-08-19 16:00:00
5538,116.0,22,28.0,1012.0,SE,8.5,0,0,2010-08-19 17:00:00
5539,129.0,22,27.0,1012.0,SE,10.29,0,0,2010-08-19 18:00:00
5540,121.0,23,26.0,1012.0,NE,0.89,0,0,2010-08-19 19:00:00
5541,134.0,22,25.0,1012.0,cv,0.89,0,0,2010-08-19 20:00:00
5542,137.0,22,25.0,1013.0,NE,0.89,0,0,2010-08-19 21:00:00
5543,154.0,22,24.0,1013.0,SE,1.79,0,0,2010-08-19 22:00:00
5544,210.0,22,24.0,1014.0,cv,0.89,0,0,2010-08-19 23:00:00
5545,195.0,22,24.0,1014.0,SE,1.79,0,0,2010-08-20 00:00:00
5546,154.0,22,24.0,1014.0,cv,0.89,0,0,2010-08-20 01:00:00
5547,152.0,22,24.0,1014.0,NE,0.89,0,0,2010-08-20 02:00:00
5548,164.0,22,24.0,1014.0,NW,0.89,0,0,2010-08-20 03:00:00
5549,165.0,22,23.0,1014.0,cv,0.89,0,0,2010-08-20 04:00:00
5550,126.0,22,23.0,1015.0,NW,1.79,0,0,2010-08-20 05:00:00
5551,121.0,21,23.0,1015.0,NW,4.92,0,0,2010-08-20 06:00:00
5552,132.0,22,23.0,1015.0,NW,8.05,0,0,2010-08-20 07:00:00
5553,119.0,22,25.0,1015.0,NW,9.84,0,0,2010-08-20 08:00:00
5554,88.0,23,27.0,1015.0,NW,12.97,0,0,2010-08-20 09:00:00
5555,79.0,22,28.0,1015.0,NW,16.99,0,0,2010-08-20 10:00:00
5556,65.0,22,30.0,1015.0,cv,1.79,0,0,2010-08-20 11:00:00
5557,63.0,21,30.0,1014.0,cv,2.68,0,0,2010-08-20 12:00:00
5558,79.0,23,31.0,1014.0,SE,1.79,0,0,2010-08-20 13:00:00
5559,93.0,21,32.0,1013.0,SE,3.58,0,0,2010-08-20 14:00:00
5560,116.0,22,31.0,1013.0,SE,5.37,0,0,2010-08-20 15:00:00
5561,146.0,23,30.0,1012.0,SE,9.39,0,0,2010-08-20 16:00:00
5562,138.0,22,29.0,1012.0,SE,13.41,0,0,2010-08-20 17:00:00
5563,144.0,23,28.0,1012.0,SE,17.43,0,0,2010-08-20 18:00:00
5564,151.0,23,27.0,1013.0,SE,20.56,0,0,2010-08-20 19:00:00
5565,132.0,23,26.0,1013.0,SE,23.69,0,0,2010-08-20 20:00:00
5566,113.0,22,25.0,1014.0,SE,26.82,0,0,2010-08-20 21:00:00
5567,63.0,22,24.0,1014.0,SE,28.61,0,0,2010-08-20 22:00:00
5568,64.0,23,24.0,1014.0,SE,30.4,0,0,2010-08-20 23:00:00
5569,45.0,21,24.0,1014.0,SE,32.19,0,0,2010-08-21 00:00:00
5570,62.0,21,24.0,1013.0,SE,33.98,0,0,2010-08-21 01:00:00
5571,60.0,21,23.0,1013.0,SE,35.77,0,0,2010-08-21 02:00:00
5572,39.0,21,23.0,1013.0,SE,37.56,0,0,2010-08-21 03:00:00
5573,47.0,21,23.0,1012.0,cv,0.89,0,1,2010-08-21 04:00:00
5574,45.0,21,22.0,1012.0,cv,1.78,0,0,2010-08-21 05:00:00
5575,52.0,21,22.0,1012.0,cv,2.67,0,1,2010-08-21 06:00:00
5576,52.0,21,22.0,1012.0,cv,3.56,0,2,2010-08-21 07:00:00
5577,53.0,21,22.0,1012.0,NW,1.79,0,3,2010-08-21 08:00:00
5578,50.0,20,23.0,1012.0,NW,4.92,0,4,2010-08-21 09:00:00
5579,35.0,19,22.0,1013.0,NW,12.07,0,5,2010-08-21 10:00:00
5580,46.0,20,22.0,1012.0,NW,16.99,0,6,2010-08-21 11:00:00
5581,51.0,19,21.0,1012.0,NW,21.91,0,7,2010-08-21 12:00:00
5582,38.0,19,21.0,1011.0,NW,27.72,0,8,2010-08-21 13:00:00
5583,34.0,18,20.0,1011.0,NW,32.64,0,10,2010-08-21 14:00:00
5584,44.0,19,20.0,1011.0,NW,37.56,0,11,2010-08-21 15:00:00
5585,19.0,18,20.0,1011.0,NE,4.02,0,12,2010-08-21 16:00:00
5586,21.0,19,20.0,1011.0,NE,8.04,0,13,2010-08-21 17:00:00
5587,12.0,19,21.0,1011.0,NW,4.92,0,14,2010-08-21 18:00:00
5588,26.0,18,20.0,1011.0,NW,8.05,0,0,2010-08-21 19:00:00
5589,46.0,18,20.0,1012.0,NW,9.84,0,1,2010-08-21 20:00:00
5590,29.0,17,20.0,1013.0,NW,13.86,0,2,2010-08-21 21:00:00
5591,13.0,17,20.0,1012.0,NE,4.02,0,3,2010-08-21 22:00:00
5592,9.0,16,19.0,1012.0,NE,7.15,0,4,2010-08-21 23:00:00
5593,9.0,16,19.0,1013.0,NE,10.28,0,5,2010-08-22 00:00:00
5594,9.0,16,19.0,1013.0,NW,4.02,0,0,2010-08-22 01:00:00
5595,17.0,16,20.0,1013.0,NE,4.02,0,0,2010-08-22 02:00:00
5596,4.0,16,19.0,1013.0,NE,8.04,0,0,2010-08-22 03:00:00
5597,8.0,15,19.0,1012.0,NE,12.96,0,0,2010-08-22 04:00:00
5598,15.0,16,18.0,1012.0,NW,1.79,0,0,2010-08-22 05:00:00
5599,23.0,16,18.0,1013.0,NW,4.92,0,0,2010-08-22 06:00:00
